106386,中兴 N900D 电信版 双卡双待 双核 4.5寸大屏 智能手机 中兴手机(前黑后白),中兴（ZTE ）,0,0,428,4.1-4.9英寸,Android（安卓）,
106412,三星W2014 电信3G,三星（SAMSUNG）,1,7,7599,-,-,
106422,Lenovo/联想 A880  双卡双待 四核 安卓4.2系统 6.0英寸智能手机,诺和（Novo）,7,746,848,5.0英寸及以上,Android（安卓）,
106429,ZTE/中兴 N919D  四核  双网双待 电信智能手机 黑色,中兴（ZTE ）,2,67,458,5英寸,谷歌Android,
106444,中兴N799D CDMA/GSM双模(黑色),中兴（ZTE ）,4,27,378,4英寸,谷歌Android,
106447,三星Galaxy Win Pro G3812 四核4.5寸屏3G手机 WCDMA/GSM,LAX,10,721,939,4.1-4.9英寸,Android（安卓）,
106536,HTC Z710t 移动3G手机 4.3寸屏 800万像素 (黑色),HTC,0,1,1299,4.1-4.9英寸,Android（安卓）,
106603,Lenovo/联想 A708T 移动3G 四核智能手机,诺和（Novo）,0,1,588,5.5英寸,谷歌Android,
106615,中兴 L530G 移动2G,中兴（ZTE ）,652,38027,152,2.4英寸,-,
106616,OBOOY 欧蓓 DX2618智能老人手机 白色,欧欧（OO）,0,0,382,4.0英寸,谷歌Android,
106618,大可乐 2S MC002 3G手机(白色) ,None,0,0,1399,5.0英寸及以上,Android（安卓）,
106620,锋达通(Fadar)G1000 5寸四核安卓智能超薄手机  蓝色,锋达通,18,219,746,5.0英寸及以上,Android（安卓）,
106624,朵唯(DOOV)iSuper S2  移动3G手机  (白色),欧欧（OO）,0,1049,899,5.0英寸及以上,Android（安卓）,
106626,联想(lenovo) A300t 3G手机 TD-SCDMA/GSM ,诺和（Novo）,3,28,266,3.6-4.0英寸,Android（安卓）,
106632,中兴(ZTE) U818 3G手机   (白色),中兴（ZTE ）,0,26,368,-,谷歌Android,
106640,华立时代(HTIME)H3119  老年人手机  浅黄色,None,0,1,236,3.5英寸以下,非智能操作系统,
106641,三星Galaxy Win Pro G3818 移动3G手机 四核4.5寸屏 TD-SCDMA/GSM ,LAX,86,7854,839,4.1-4.9英寸,Android（安卓）,
106642,海信 EG966 电信3G手机(俊雅黑),海信（Hisense）,0,0,499,-,-,
106643,酷派(Coolpad)8295M 3G手机(白) ,欧欧（OO）,3,362,335,5.0英寸及以上,Android（安卓）,
106644,长虹(CHANGHONG) Z8t   智能手机 钢琴黑,长虹（CHANGHONG）,3,2146,578,4.1-4.9英寸,Android（安卓）,
106646,金圣达(GRSED)E2208 老人手机 粉白色,金圣达（GRSED）,9,236,169,-,-,
106647,酷派8720L 移动4G,酷派（Coolpad）,1,12,642,5.0英寸,-,
106648,KONKA/康佳 EG350(黄色)智能手机,康佳（KONKA）,1,3,548,3.5英寸以下,Android（安卓）,
106649,ZTE 中兴 Q501U 3G(WCDMA/GSM)手机 白色,中兴（ZTE ）,0,867,275,5.0英寸及以上,Android（安卓）,
106655,飞利浦 W8578 老人3G手机(黑色) WCDMA/GSM 双卡双待,飞利浦（PHILIPS）,35,4203,968,-,-,
106657,HTC T327T 移动3G TD-SCDMA/GSM 4英寸安卓智能(黑色),HTC,44,660,299,3.6-4.0英寸,Android（安卓）,
106658,联想 A360e,联想（Lenovo）,976,19800,95,-,-,
106664,海信(Hisense HS-E830  智能3G学生手机 (红色),海信（Hisense）,0,0,296,3.5英寸以下,Android（安卓）,
106665,英特奇(intki)E9002  白色  ,None,0,9,499,-,谷歌Android,
106666,HTE 中维恒泰(HTE) HT-600 老年人手机 (黑色),None,0,1,248,3.5英寸以下,非智能操作系统,
106699,Lenovo/联想 A529 GSM手机 女士女款智能手机,诺和（Novo）,1,182,449,5.0英寸及以上,Android（安卓）,
106734,中兴(ZTE) N700手机 电信3G 安卓2.2智能(灰色),中兴（ZTE ）,0,0,299,-,谷歌Android,
106738,索尼 ZR M36h 联通3G手机 四核1300万像素 4.6英寸,索尼（SONY）,0,0,1699,-,-,
106765,联想(Lenovo)A375e 电信3G手机 双模双待 CDMA2000/GSM,诺和（Novo）,1,68,199,4.0英寸,-,
106771,HTC Desire 6160 联通3G 双卡双待 WCDMA/GSM(深邃黑),HTC,0,964,999,-,-,
106789,索尼 Xperia SP M35h 联通3G  8GROM 四核 4.6英寸,索尼（SONY）,0,266,850,-,-,
106802,华为(Huawei)C8813D 3G手机 CDMA2000/CDMA/GSM(红色),华为（HUAWEI）,0,0,699,4.1-4.9英寸,Android（安卓）,
106810,Lenovo/联想 A66 智能3G GSM，WCDMA 安卓2.3系统 双卡双模(黑色),诺和（Novo）,0,0,349,3.5英寸以下,Android（安卓）,
106947,K-Touch/天语 W96 四核双卡双待 安卓智能手机,天语（K-Touch ）,7,94,394,5.0英寸及以上,Android（安卓）,
106966,Coolpad/酷派 8720Q 炫影S+ 四核5寸大屏 3G智能手机(银色),欧欧（OO）,10,275,579,5.0英寸及以上,Android（安卓）,
106980,三星Galaxy Ace3 S7278 移动3G 双卡双待 双核4.0寸屏 TD-SCDMA/GSM,LAX,0,0,499,4.5-3.1英寸,安卓（Android）,
106981,三星Galaxy Trend3 G3502C 双核4.3寸屏3G手机 WCDMA/GSM,LAX,0,995,1769,5.5英寸,谷歌Android,
107008,Nokia/诺基亚6788i 移动3GTD版双摄像 经典滑盖机,诺基亚（Nokia）,0,0,999,-,其他,
107013,HTC ONE mini（601e）3G手机（极地黑）WCDMA/GSM  ,MINI,3,614,2399,4.1-4.9英寸,Android（安卓）,
107015,HTC Desirc 5060 3G智能手机(漆光黑) WCDMA/GSM 4.3英寸四核800万像素！,HTC,0,8,699,4.1-4.9英寸,Android（安卓）,
107022,摩托罗拉(Motorola)MT716 里程碑 侧滑全键盘 移动3G 黑色,摩托罗拉（Motorola）,0,6,1298,3.6-4.0英寸,Android（安卓）,
107023,摩托罗拉 Q11 全键盘智能导航手机 大陆行货，全国联保,摩托罗拉（Motorola）,0,0,1755,-,-,
107030,诺基亚（Nokia）N96 GSM手机 16GB海量存储 导航 精彩娱乐享受场,好孩子（gb）,0,0,2888,-,-,
107031,诺基亚 5630 XpressMusic  正品行货 全国联保,诺基亚（Nokia）,0,1,1599,-,-,
107032,诺基亚 3110c 大陆行货、机打发票、全国联保,诺基亚（Nokia）,0,0,608,-,-,
107033,诺基亚7500 正品行货 全国联保,诺基亚（Nokia）,0,0,868,-,-,
107052,索尼爱立信（SonyEricsson） W380C GSM手机  （三色可选）,索尼（SONY）,0,0,888,-,-,
107059,中兴U201 超值低端 收音机 电子书 引领3G生活 正品行货 (黑色),中兴（ZTE ）,0,5,168,1.8英寸,其他,
107060,ZTE/中兴 U889 移动3G手机,中兴（ZTE ）,10,362,245,-,-,
107103,Huawei 华为 Y600 3G手机 WCDMA/GSM 5.0英寸屏 双核,华为（HUAWEI）,0,0,678,5.0英寸及以上,Android（安卓）,
107106,华为G730（G730-T00）移动3G手机 5.5英寸,华为（HUAWEI）,0,0,699,-,-,
107108,Huawei 华为 T8950N (TD-SCDMA/GSM) 手机 白色 NFC版,华为（HUAWEI）,0,0,699,-,-,
107109,Huawei/华为 G2200C 经济实用 低辐射 超长待机老人学生备用手机,华为（HUAWEI）,0,9,168,-,-,
107110,LG 智能手机 KE998（银色/黑色）,LG,0,0,1758,-,-,
107111,LG 智能手机 KF755手机 滑盖 ,LG,0,0,1788,-,-,
107112,vivo Y17w 联通3G,vivo,0,7,1737,4.7英寸,-,
107113,Coolpad/酷派 7295C 3G智能手机 WCDMA/GSM 双卡双待(黑色),欧欧（OO）,5,1117,600,-,-,
107114,酷派(Coolpad) 5950 双网双待 500万像素 (黑色),欧欧（OO）,17,1656,1121,5.5英寸,-,
107116,酷派(Coolpad)7296 3G手机  WCDMA/GSM 双卡双待(黑色),欧欧（OO）,0,1,598,5.5英寸,谷歌Android,
107117,酷派COOLPAD 8070 移动版 安卓2.3系统 直板 商务智能手机(黑色),欧欧（OO）,1,6,278,3.6-4.0英寸,Android（安卓）,
107118,酷派 7231 3G手机(黑色)WCDMA/GSM 双卡双待,酷派（Coolpad）,1,5,366,3.6-4.0英寸,Android（安卓）,
107120,Coolpad 酷派 春雷 7295A 3G手机 WCDMA/GSM 灵锐白 双卡双待,欧欧（OO）,0,6,599,5.0英寸及以上,Android（安卓）,
107122,酷派 5216D 电信3G手机(动感黑) CDMA2000/GSM双卡双待,酷派（Coolpad）,0,0,342,-,-,
107123,酷派 炫影SII 8750 TD-SCDMA/GSM 四核5.5寸屏 移动3G手机 黑色,酷派（Coolpad）,42,4322,675,5.0英寸及以上,Android（安卓）,
107124,Coolpad/酷派 7011  3G手机 黑色 GSM/WCDMA 安卓2.3系统 1GHz处理器,欧欧（OO）,0,1,282,3.5英寸以下,Android（安卓）,
107139,中兴 U807N 3G手机(宝蓝色) TD-SCDMA/GSM,中兴（ZTE ）,0,7,258,-,谷歌Android,
107140,华为 D2-6070 4G手机(晶石白) TD-LTE/TD-SCDMA/GSM,华为（HUAWEI）,0,2,2856,5英寸,-,
107146,酷派 5219 电信3G手机(智尚白 ) CDMA2000/GSM 双模双待,酷派（Coolpad）,6,1571,460,5英寸,-,
107147,酷派 8198T 3G手机(陶瓷白)TD-SCDMA/GSM 双卡双待,酷派（Coolpad）,21,491,526,5.0英寸及以上,Android（安卓）,
107148,Coolpad 酷派 7270 (WCDMA/GSM) 双卡双待 手机 黑色,欧欧（OO）,4,111,476,5.0英寸及以上,Android（安卓）,
107149,Coolpad/酷派 9976A 大神 7英寸3G双卡双待8核手机 1200P屏幕现货(汉玉白),欧欧（OO）,0,1,1586,5.0英寸及以上,Android（安卓）,
107151,酷派 9150W 3G手机(纯净白) WCDMA/GSM 双卡双待,酷派（Coolpad）,0,2,698,4.5英寸,谷歌Android,
107154,酷派(Coolpad) 6030移动QQ备用机超长待机(灰色),欧欧（OO）,1,7,238,-,-,
107158,酷派 8085Q 移动3G,酷派（Coolpad）,513,10202,350,4.1-4.9英寸,Android（安卓）,
107159,酷派 8079 移动3G,酷派（Coolpad）,16,1914,359,4.1-4.9英寸,Android（安卓）,
107160,Coolpad/酷派 5108 CDMA电信3G 4英寸屏 安卓智能手机,欧欧（OO）,0,2,278,4.0英寸,谷歌Android,
107161,酷派 8122 3G手机(银)TD-SCDMA/GSM 双卡双待,酷派（Coolpad）,2,24,368,3.6-4.0英寸,Android（安卓）,
107167,Coolpad/酷派 7230S WCDMA/GSM 3G手机 双核双卡双待 Android 4.2智能手机 4英寸(黑色),欧欧（OO）,0,0,318,-,-,
107168,Coolpad/酷派 8910移动3G WiFi 800万像素 黑色,欧欧（OO）,0,2,498,3.5英寸以下,Windows Phone,
107170,Coolpad/酷派 8077 GSM/TD-SCDMA 4英寸TFT电容屏 安卓 智能,欧欧（OO）,0,0,296,-,-,
107175,Coolpad 酷派N91双模双待手机 300万像素 Windows Mobile系统 黑色,茉（MO）,0,6,296,-,谷歌Android,
107176,海信 E820A 电信3G手机 (天山白) CDMA2000/CDMA,海信（Hisense）,0,4,278,3.5英寸以下,Android（安卓）,
107189,索尼 M51w Xperia Z1 compact 炫彩外观 三防手机 四核手机 16G内存,索尼（SONY）,0,0,2538,-,-,
107194,Coolpad 酷派-Coolpad 酷派 7236 智能4G手机 四核  黑色,欧欧（OO）,1,10,399,4.1-4.9英寸,Android（安卓）,
107195,Coolpad 酷派 8076D 移动3G手机 4.0英寸,欧欧（OO）,3,30,245,3.6-4.0英寸,Android（安卓）,
107196,飞利浦(Philips）W8568 WCDMA/GSM 双卡双待 透明翻盖,飞利浦（PHILIPS）,14,462,1888,3.6-4.0英寸,Android（安卓）,
107197,三星 i9128i 移动版3G手机5.0寸屏 TD-SCDMA/GSM ,三星（SAMSUNG）,0,0,668,-,-,
107306,KONKA/康佳 K501(咖啡色) 翻盖老年人手机 大字体大声音 双卡双待 ,康佳（KONKA）,2,48,399,3.5英寸以下,非智能操作系统,
107309,Newsmy/纽曼 K1W青春版 5.0寸屏 双卡双待 安卓4.2 四核智能手机(黑色),纽曼（Newsmy）,0,0,1099,5.0英寸及以上,Android（安卓）,
107358,三星Galaxy Trend3 G3508i 移动3G双卡双待四核4.3寸屏TD-SCDMA/GSM,LAX,0,0,569,4.1-4.9英寸,Android（安卓）,
107360,KONKA/康佳 V870 (黑色)手机 移动3G智能 1.2GHz四核 500万像素 安卓4.2 ,康佳（KONKA）,0,79,649,4.5英寸,谷歌Android,
107362,LG WCDMA/GSM手机 P690,LG,0,8,299,3.2英寸,Android 2.3,
107365,金立 V185 3G手机(白色) TD-SCDMA/GSM 双卡双待,金立（ Gionee）,1,19,759,5.0英寸及以上,Android（安卓）,
107386,NOKIA/诺基亚 N107双卡老人学生超长待机 红色,诺基亚（Nokia）,0,0,223,-,其他,
107405,摩托罗拉（Motorola）ME863 3G手机（智铂灰）WCDMA/GSM,摩托罗拉（Motorola）,0,0,1499,-,-,
107417,酷派（Coolpad）F618 3G手机（香槟色）TD-SCDMA/GSM,欧欧（OO）,1,3,239,3.0英寸及以下,其他,
107422,三星Galaxy Ace3 S7278U 移动3G 双卡双待 双核4.0寸屏TD-SCDMA/GSM,LAX,0,17,588,-,-,
107495,ZTE/中兴 Q101t 智能3G手机 移动版(冰雪白) 4.0英寸屏 双卡双待 ,中兴（ZTE ）,21,116,199,-,谷歌Android,
107496,Nokia/诺基亚1616 彩屏经典手机 带手电照明 超长待机 ,诺基亚（Nokia）,0,3,350,-,-,
107507,酷派 8730L TD-LTE/TD-SCDMA/WCDMA/GSM 四核5.5寸屏移动4G手机 白色,乐彤（LT）,3,78,548,-,-,
107509,酷派 5951 电信3G手机 5.5英寸 双模双待,酷派（Coolpad）,65,3764,598,5.0英寸及以上,Android（安卓）,
107563,K-Touch/天语 T82 移动3G 双卡双待 安卓智能手机(黑色),天语（K-Touch ）,0,1,368,4.1-4.9英寸,Android（安卓）,
107564,天语(K-Touch)C968 4.0寸WCDMA/GSM 安卓2.3智能(黑色),天语（K-Touch ）,0,10,338,3.6-4.0英寸,Android（安卓）,
107573,易百年Ez901  GSM老人手机(白色) ,None,0,8,199,-,-,
107646,Coolpad/酷派 5110 电信CDMA手机 3.5屏幕 安卓智能 经典时尚,欧欧（OO）,0,0,329,3.5英寸以下,Android（安卓）,
107649,多普达(Dopodo)S700 移动3G手机(黑色)TD-SCDMA/GSM,欧博（OPO）,0,0,999,3.5英寸以下,Windows Phone,
107674,金立(GiONEE)W800 联通3G智能手机 (黑色) WCDMA/GSM 双屏双卡双待,金立（ Gionee）,0,1132,1788,-,-,
107676,康佳 V980 3G手机(黑色+亮银色)TD-SCDMA/GSM双卡双待,康佳（KONKA）,0,0,449,4.1-4.9英寸,Android（安卓）,
107678,大显 D189 GSM,大显（Daxian）,2818,69403,156,-,其他,
107679,科铭 A87-F688老人手机 智能双卡双待 黑色,None,7,188,299,-,-,
107680,美翼A8M 电信CDMA老人手机 黑色,None,25,939,199,-,-,
107683,海尔C300C 1.8寸彩屏 免提 FM  直板 CDMA,海尔（Haier）,0,0,465,3.5英寸以下,其它智能系统,
107690,飞利浦 W9588 3G手机 WCDMA/GSM 双卡双待,飞利浦（PHILIPS）,1,20,3199,-,-,
107700,K-Touch/天语 E88 5寸电信3G大屏 双模双待 四核安卓智能手机,天语（K-Touch ）,3,57,499,-,安卓（Android）,
107705,K-Touch/天语 T810移动3G安卓4.0智能手机4.7寸超大高清屏双核4G ,天语（K-Touch ）,0,0,548,4.1-4.9英寸,Android（安卓）,
107716,K-Touch/天语 E80 电信3G 四核1.2G 安卓4.1 5.0英寸,天语（K-Touch ）,2,25,532,-,谷歌Android,
107729,联想 A388T 移动3G,联想（Lenovo）,887,19123,431,5.0英寸,-,
107748,Amoi/夏新 A726T 双核移动3G智能商务手机 双卡双待4寸安卓手机,夏新（Amoi）,0,0,398,3.6-4.0英寸,Android（安卓）,
107749,G’FIVE/基伍 A770极客 移动3G双卡 四核5寸800万,None,0,0,798,5.0英寸及以上,Android（安卓）,
107758,索尼爱立信手机W760c(梦幻红,联通定制版),索尼（SONY）,0,0,1488,-,-,
107773,Lenovo/联想 A788t  移动4G手机 5.0英寸大屏 1.2GHZ四核处理器,诺和（Novo）,21,1662,405,-,-,
107775,Lenovo 联想 A380e 3G手机 CDMA2000/CDMA,诺和（Novo）,5,999,326,4.1-4.9英寸,Android（安卓）,
107790,中兴 MEMO II M901C 3G手机(白色)CDMA2000/GSM 双卡双待双通,茉（MO）,15,1816,899,5.0英寸及以上,Android（安卓）,
107791,中兴 U879 3G手机(白色) TD-SCDMA/GSM 双卡双待,中兴（ZTE ）,21,165,399,5.0英寸及以上,Android（安卓）,
107792,三星Galaxy Core Advance I8580 联通3G双核4.7寸屏WCDMA/GSM,LAX,0,0,1198,4.1-4.9英寸,Android（安卓）,
107813,华为 C8816 电信3G,华为（HUAWEI）,5,958,695,-,-,
107851,三星Galaxy Trend3 G3502I ,LAX,86,2770,1076,4.3英寸,-,
107853,HTC D310w WCDMA/GSM双卡双待 四核4.5寸屏联通3G手机 白色,HTC,1,654,699,-,-,
107855,Lenovo 联想 A889 3G手机 WCDMA/GSM  双卡双待,诺和（Novo）,0,9,919,5.0英寸及以上,Android（安卓）,
107862,Lenovo 联想 A378t 3G手机 TD-SCDMA/GSM ,诺和（Novo）,8,385,279,-,谷歌Android,
108113,朵唯(DOOV)D720智能手机音乐手机(色),欧欧（OO）,0,0,498,3.6-4.0英寸,Android（安卓）,
108379,夏普（SHARP）WCDMA/GSM手机 SH7218U（白色）,夏普（SHARP）,0,9,1199,-,其他,
108391,Hisense 海信 T928 4.0英寸屏幕 1.3GHz双核处理器 Android 4.2.2操作系统 200万高清摄像(黑),海信（Hisense）,0,2,279,3.6-4.0英寸,Android（安卓）,
108395,朵唯女性手机 iEva D900S 双核双卡双待安卓智能全触屏3G手机 (栀子白),朵唯（iEva）,1,1,599,4.1-4.9英寸,Android（安卓）,
108398,Gionee/金立 GN777E 电信 翻盖 语音王 智能手机 单卡 正品 500万像素,金立（ Gionee）,0,3,699,3.6-4.0英寸,Android（安卓）,
108420,酷派(coolpad)8295C 移动3G手机 5英寸屏 1.2G四核(白色)((官方标配)),欧欧（OO）,5,614,425,-,谷歌Android,
108438,三星Galaxy Trend3 G3509I 电信3G双核4.3寸屏 CDMA2000/CDMA ,LAX,8,195,419,-,-,
108442,金圣达 E2208S GSM 老人手机 双卡双待 红色,金圣达（GRSED）,0,0,239,3.5英寸以下,非智能操作系统,
108451,朵唯(DOOV)D800 3G手机(玉石白)TD-SCDMA/GSM,欧欧（OO）,1,8,699,5.0英寸及以上,Android（安卓）,
108454,酷派(Coolpad)5891Q 电信3G手机 CDMA2000/GSM(白),欧欧（OO）,21,1790,568,-,-,
108521,飞利浦(Philips) W3500 WCDMA/GSM 双卡双待,飞利浦（PHILIPS）,0,3,488,-,-,
108522,Lenovo 联想 A385e CDMA/GSM 双卡双待 3G手机(电信定制),诺和（Novo）,9,330,518,4.5英寸,-,
108523,华为 Y516-T00 3G手机 TD-SCDMA/GSM 双卡双待,华为（HUAWEI）,0,8,549,4.1-4.9英寸,Android（安卓）,
108524,三星 I9168I 移动3G四核 5.0寸屏 TD-SCDMA/GSM,三星（SAMSUNG）,0,1,1199,5.0英寸及以上,Android（安卓）,
108525,酷派 5872 CDMA2000/GSM双模双待 四核5.5寸屏电信3G手机 白色,酷派（Coolpad）,0,7,458,5英寸,谷歌Android,
108526,UU U-818 GSM三防老人手机 黑金 标配+8GTF,None,6,154,99,-,-,
108527,LEPHONE/ TD506 lephone TD506立丰,None,0,0,379,3.6-4.0英寸,Android（安卓）,
108528,三星 G3518 移动4G/联通3G手机四核4.5寸屏 TD-LTE/TD-SCDMA/WCDMA/GSM,三星（SAMSUNG）,0,141,1150,-,-,
108529,三星Galaxy Trend3 G3508J 移动3G双卡双待四核4.3寸屏 TD-SCDMA/GSM,LAX,2,28,719,4.1-4.9英寸,Android（安卓）,
108530,三星Galaxy Ace3 I679 CDMA2000/GSM双卡双待 双核4.0寸屏 电信3G手机,LAX,8,464,459,4英寸,-,
108531,NOKIA/诺基亚 220 双卡双待 超长待机,诺基亚（Nokia）,1015,44464,369,3.5英寸以下,非智能操作系统,
108532,HTC D316d CDMA2000/CDMA 四核5.0寸屏 电信3G手机 灰色,HTC,135,4025,470,5英寸,-,
108533,ZTE/中兴 Q701C 白色 双网单待 电信智能手机 5.5英寸大屏 四核处理器 前后双摄像头(白色),中兴（ZTE ）,6,149,488,5.0英寸及以上,Android（安卓）,
108534,ZTE/中兴 N983 4.5英寸高清大屏 安卓智能 双核双模双待双通 电信3G手机,中兴（ZTE ）,0,3,589,4.1-4.9英寸,Android（安卓）,
108535,诺基亚(NOKIA)X 双卡双待手机 WCDMA/GSM,诺基亚（Nokia）,3,88,699,-,谷歌Android,
108539,中兴 Q705U 3G手机(白色) WCDMA/GSM 双卡双待,中兴（ZTE ）,5,10664,596,5.0英寸及以上,Android（安卓）,
108546,中兴手机 G717C黑色,中兴（ZTE ）,18,1395,778,-,-,
108547,中兴(ZTE)U968 3G智能手机 TD-SCDMA/GSM 双卡双待,中兴（ZTE ）,16,4539,305,-,-,
108548,ZTE/中兴 Q201T,中兴（ZTE ）,0,0,268,-,-,
108549,ZTE/中兴 U885移动3G安卓智能触屏智能手机 3G手机,中兴（ZTE ）,0,0,868,3.6-4.0英寸,Android（安卓）,
108557,三星 I9168 移动3G四核 5.0寸屏 TD-SCDMA/GSM,三星（SAMSUNG）,0,0,540,-,-,
108561,华为 C8816D 电信3G,华为（HUAWEI）,0,946,729,5.0英寸及以上,Android（安卓）,
108562,联想 VIBE Z K910e电信3G 5.5英寸屏幕 1300万像素 智能手机  ,联想（Lenovo）,1,96,1299,5.5英寸,谷歌Android,
108563,联想 S938T 3G手机  TD-SCDMA/GSM双卡双待,联想（Lenovo）,0,131,1199,4.1-4.9英寸,Android（安卓）,
108564,联想（Lenovo）A305e 电信3G手机 CDMA2000/CDMA,诺和（Novo）,7,63,229,3.5英寸以下,Android（安卓）,
108565,华为Ascend G6 G6-T00 移动3G手机 4.5英寸,华为（HUAWEI）,7,743,950,-,-,
108566,LG E985T 4G手机(白色) TD-LTE/TD-SCDMA/GSM,LG,5,257,3426,5.5英寸,-,
108567,LG KW730 电信CDMA 大字体 超长待机 双模双待 老人机,LG,1,22,219,3.0英寸,Brew MP,
108568,海尔HE-E617双卡双待3G智能手机 电信定制机,海尔（Haier）,0,0,599,3.6-4.0英寸,Android（安卓）,
108569,海尔(W856) 3G智能机5英寸四核手机 安卓4核智能手机,海尔（Haier）,0,13,536,5.0英寸及以上,Android（安卓）,
108570,Haier/海尔 HE-N620E 电信天翼3G 安卓2.3智能 4.0大屏,海尔（Haier）,0,0,598,3.6-4.0英寸,Android（安卓）,
108571,海尔 HT-N8T 安卓2.2 移动G3智能3G 手机,海尔（Haier）,0,2,348,3.6-4.0英寸,Android（安卓）,
108572,海尔 N6T G3 CMMB电视 蓝牙 WIFI 安卓智能手机,海尔（Haier）,0,0,536,3.5英寸以下,Android（安卓）,
108573,Haier/海尔 N710E 电信天翼3G 大屏CDMA 安卓智能手机,海尔（Haier）,0,0,746,3.6-4.0英寸,Android（安卓）,
108574,海尔手机超级战舰 W801双卡双待4.0寸智能手机安卓系统,海尔（Haier）,0,0,1188,3.6-4.0英寸,Android（安卓）,
108575,海尔手机M510 滑盖 女性时尚MP3,海尔（Haier）,0,0,298,3.5英寸以下,其它智能系统,
108576,海尔U56E 裸眼3D全键盘蓝牙JAVA 电信天翼双模双待,海尔（Haier）,0,4,349,3.6-4.0英寸,非智能操作系统,
108577,朵唯手机 S1(黑),朵唯（iEva）,0,30,1099,-,谷歌Android,
108578,飞利浦 X3560 GSM手机(典雅黑) 双卡双待,飞利浦（PHILIPS）,0,0,587,-,-,
108579,朵唯(DOOV) D3 男女性智能手机超时尚潮流双卡双待,欧欧（OO）,0,0,499,3.5英寸以下,Android（安卓）,
108580,朵唯(DOOV)D30 双核5.0大屏安卓智能3G手机(白色),欧欧（OO）,0,9,996,5.0英寸及以上,Android（安卓）,
