108595,Aux 奥克斯 V936 智能手机 WCDMA/GSM 典雅黑 双卡双待 ,奥克斯（AUX）,0,49,829,5.0英寸,-,
108596,AUX/奥克斯 M765 手机 简洁优雅设计双卡双待,奥克斯（AUX）,0,0,398,3.5英寸以下,其它智能系统,
108597,AUX/奥克斯 M910+ 3.5寸触屏安卓2.35智能手机双卡双待,奥克斯（AUX）,0,0,746,3.5英寸以下,Android（安卓）,
108598,AUX/奥克斯 I5 4.02寸IPS屏双核 双卡双待 安卓4.1 超薄5代手机,奥克斯（AUX）,0,0,998,4.1-4.9英寸,Android（安卓）,
108599,K-Touch 天语 C980t 3G手机 (TD-SCDMA/GSM) 移动特供版,天语（K-Touch ）,1,9,326,3.6-4.0英寸,Android（安卓）,
108600,Disney 迪士尼 Magic2 4G 迪斯尼 手机 (樱花粉) TD-LTE / TD-SCDMA / GSM,迪士尼（Disney）,2,19,903,5英寸,-,
108601,多普达 T7278,多普达,0,0,4850,-,-,
108602,金立(Gionee)Q1大屏大字体大声音老人智能机 双核移动3G手机,金立（ Gionee）,0,0,799,4.1-4.9英寸,Android（安卓）,
108603,Saga/传奇 A809(橙色)安卓智能手机 双核1G处理器 移动3G 5寸大屏 双卡双待,None,0,0,399,-,-,
108606,TCL J320T 双卡双待双核安卓系统 移动3G智能手机 4英寸屏幕,王牌（TCL）,3,1388,266,4英寸,谷歌Android,
108633,TCL手机J926t(深海蓝),王牌（TCL）,0,8,999,5.5英寸,-,
108635,首信手机 C718 (红色),首信（capitel） ,15,101,256,3.5英寸以下,非智能操作系统,
108636,TCL A990 3.5屏智能手机 安卓手机 WIFI上网 联通/GSM,王牌（TCL）,0,0,646,3.5英寸以下,Android（安卓）,
108637,TCL S500安卓4.0智能1G双核双卡大屏4G机身内存炫酷跑车外形,王牌（TCL）,0,0,799,3.6-4.0英寸,Android（安卓）,
108638,TCL A986全屏手写3G智能手机 安卓2.3.6 GPS导航极速上网双卡,王牌（TCL）,0,0,1188,3.6-4.0英寸,Android（安卓）,
108639,Skyworth/创维 cg09 3.0屏 FM QQ C+G双模机  GSM,创维（Skyworth）,0,0,466,3.5英寸以下,其它智能系统,
108640,创维SE18 手写3G 导航/蓝牙/JAVA/200万/ CDMA手机,创维（Skyworth）,0,0,399,3.5英寸以下,非智能操作系统,
108641,【Skyworth创维PE10手机】创维PE10 3.2屏天翼3G WM6GPS WIFI CDMA 直板,创维（Skyworth）,0,0,249,3.5英寸以下,其它智能系统,
108642,创维 CC10 2.8寸屏蓝牙 支持CMMB数字电视 直板 CDMA,创维（Skyworth）,0,0,606,3.5英寸以下,其它智能系统,
108643,创维PE95 4.0电容屏 电信天翼 安卓FM蓝牙,创维（Skyworth）,0,0,549,3.6-4.0英寸,Android（安卓）,
108644,创维 SE89 CDMA电信 2.4寸屏幕 后台QQ 超薄时尚,创维（Skyworth）,0,3,248,3.5英寸以下,非智能操作系统,
108646,纽曼 n2 8G 安卓四核强机 1300W像素,纽曼（Newsmy）,0,0,699,4.1-4.9英寸,Android（安卓）,
108648,纽曼(newsmy)M36 GSM手机(白色),纽曼（Newsmy）,1,40,88,-,其它智能系统,
108650,Coolpad/酷派 5217 电信3G 双核双模双待双核 1.2GHz处理器 4.0寸屏 4GB大内存,好孩子（gb）,27,756,296,3.6-4.0英寸,Android（安卓）,
108651,酷派(Coolpad)8089 3G手机 TD-SCDMA/GSM 双待(白色),欧欧（OO）,12,269,345,-,-,
108652,纽曼 M10 白,纽曼（Newsmy）,0,0,349,3.5英寸以下,非智能操作系统,
108653,Coolpad/酷派 联通3G(WCDMA)7060黑色,欧欧（OO）,9,125,235,4.0英寸,-,
108654,酷派(Coolpad)8908 3G手机(白色)TD-SCDMA/GSM 16GROM,欧欧（OO）,1,118,698,4.1-4.9英寸,Android（安卓）,
108656,海信(Hisense)HS-E913 4寸大屏 电信CDMA 安卓智能机,海信（Hisense）,1,28,279,4英寸,-,
108657,CHANGHONG/长虹 Ga618 超长待机老人手机,长虹（CHANGHONG）,0,74,166,2.0英寸,其他,
108658,长虹(Changhong)v18t 白,长虹（CHANGHONG）,0,4,479,4.1-4.9英寸,Android（安卓）,
108659,长虹(CHANGHONG)C660,长虹（CHANGHONG）,0,2,599,4.1-4.9英寸,Android（安卓）,
108660,海信(Hisense) HS-EG980 CDMA电信版 (黑色),海信（Hisense）,0,17,528,-,谷歌Android,
108662,海信 EG916 黑色,海信（Hisense）,0,55,272,-,谷歌Android,
108663,海信(Hisens) HS-E968 电信版3G 四核CPU5.0英寸,雷摄（LEISE）,0,0,548,5.0英寸及以上,Android（安卓）,
108665,海信(Hisense) U966 WCDMA+GSM联通双卡双待四核5.0英寸屏,海信（Hisense）,0,1,579,5.0英寸及以上,Android（安卓）,
108669,KONKA/康佳 D2000(黑色)超长待机老年人手机 手写键盘双输入 QQ 收音机FM 双卡双待,康佳（KONKA）,1,15,199,-,-,
108671,康佳 EG530 电信双模双待 4寸大屏 1G双核,康佳（KONKA）,0,3,599,3.6-4.0英寸,Android（安卓）,
108672,海信(Hisense) HS-T978 移动3G 双卡双待 四核智能,海信（Hisense）,0,2,548,5.0英寸及以上,Android（安卓）,
108674,海信(Hisense)HS-T980 移动3G 5.5英寸高清大屏 四核智能机,海信（Hisense）,0,0,789,-,-,
108675,Konka/康佳 V923 移动G3智能手机 4寸屏 1G CPU 双卡双待,康佳（KONKA）,0,2,168,-,-,
108676,海信(Hisense)T30  移动联通通用 QQ 飞信 正品老人机,海信（Hisense）,0,56,236,-,其他,
108677,海信(Hisense) EG870 电信双模双待双通 安卓智能手机,海信（Hisense）,0,0,488,3.5英寸以下,Android（安卓）,
108682,Konka/康佳 E900 安卓智能拍照 4.0寸电容大屏云手机 1G双通道,康佳（KONKA）,0,0,798,3.6-4.0英寸,Android（安卓）,
108684,酷派(Coolpad) D23 电信 C+G 双模双待 直板简约,欧欧（OO）,0,991,448,3.5英寸以下,其它智能系统,
108685,海信(Hisense)U930 联通3G 双卡双待 安卓智能 wifi,海信（Hisense）,32,1955,238,4.0英寸,-,
108686,海信(Hisense) HS-U939 联通3G 双卡双待 智能手机,海信（Hisense）,0,4,449,-,-,
108688,海信(Hisense) HS-T950 移动3G 4.5英寸屏 双核安卓智能手机,海信（Hisense）,0,1,359,4.1-4.9英寸,Android（安卓）,
108696,酷派(Coolpad) 5211 4寸大屏电信单卡手机,欧欧（OO）,0,0,399,3.6-4.0英寸,Android（安卓）,
108697,海信(Hisense) EG978 电信3G 双模双待 5.5寸屏四核智能,海信（Hisense）,0,67,546,-,-,
108698,Coolpad/酷派 5218D 电信版天翼3G 双模双待 4.5英寸屏 安卓智能手机,欧欧（OO）,3,9,490,-,-,
108699,海信(Hisense/)  T968 移动3G手机 5英寸四核(白),海信（Hisense）,0,8,469,-,-,
108700,海信 T968S 3G手机 (俊雅黑) TD-SCDMA/GSM,海信（Hisense）,0,0,496,-,-,
108703,长虹(CHANGHONG)P08 双卡双模双核 4.5大屏 GSM/WCDMA(黑蓝色),长虹（CHANGHONG）,0,0,988,4.1-4.9英寸,Android（安卓）,
108706,海信(Hisens)EG939天翼CDMA电信3G双卡双模双待安卓智能手机(白色),雷摄（LEISE）,2,28,378,-,谷歌Android,
108707,海信(Hisense) T930 移动3G TDCDMA 安卓智能手机(黑),海信（Hisense）,0,0,399,3.6-4.0英寸,Android（安卓）,
108716,海信 (Hisense)U950 联通双卡双待安卓智能3G大屏双核手机(白色),海信（Hisense）,0,1,412,4.1-4.9英寸,Android（安卓）,
108717,Hisense 海信 T912 TD-SCDMA移动3G 双卡双待 4.0英寸大屏安卓智能机(黑色),海信（Hisense）,0,0,268,-,-,
108719,海信(Hisense) T51 移动3G 翻盖 女士手机 (绿色),海信（Hisense）,1,21,298,3.6-4.0英寸,非智能操作系统,
108723,TCL I310老年手机 超长待机 大字体 大键盘(白色),王牌（TCL）,4,1496,286,2.4英寸,其他,
108733,HTC Desire 516w WCDMA/GSM 3G手机双卡双待5英寸高清屏,HTC,5,926,799,-,-,
108736,索尼T2 XM50h  联通3G版 6.0英寸 四核 1300万像素,索尼（SONY）,0,0,1899,5.0英寸及以上,Android（安卓）,
108782,HTC X515d(夺目3D)3G手机(黑色)CDMA2000/CDMA 电信定制,HTC,15,325,1999,4.1-4.9英寸,Android（安卓）,
108834,酷派COOLPAD 8710 安卓智能 移动3G 双卡双待双通 手机电视直板老人机,欧欧（OO）,0,0,569,3.6-4.0英寸,Android（安卓）,
108835,Coolpad/酷派 S160 电信CDMA QQ MP3 UCWEB 天翼3G,欧欧（OO）,1,17,199,-,-,
108836,酷派D520双模双待3G手机 (200万像素摄像头、采用 EVDO Rev A 3G技术),酷派（Coolpad）,0,0,599,3.5英寸以下,Android（安卓）,
108879,TCL手机S860 金 ,王牌（TCL）,0,29,600,-,-,
109029,HTC Desire 516d CDMA2000/GSM 3G手机 (清新白 电信定制) 双模双待5英寸四核,HTC,18,1989,639,-,-,
109063,索尼T2 XM50t  移动4G版 6.0英寸 四核 1300万像素,索尼（SONY）,1,10,1899,5.0英寸及以上,Android（安卓）,
109074,Huawei/华为 U8836d 闪耀 G500手机,华为（HUAWEI）,0,0,999,4.1-4.9英寸,Android（安卓）,
109080,酷派(Coolpad)N900C 3G智能双模 经典WM系统 带WIFI,欧欧（OO）,0,23,1099,-,-,
109218,华为 Y535-C00 电信3G手机 CDMA2000/CDMA,华为（HUAWEI）,0,1,559,4.1-4.9英寸,Android（安卓）,
109331,中兴(ZTE)U816 移动3G手机 TD-SCDMA/GSM,中兴（ZTE ）,0,0,199,-,谷歌Android,
109592,HTC D516t 3G智能手机 TD-SCDMA/GSM 双卡双待,HTC,1,3,749,5.0英寸及以上,Android（安卓）,
109700,酷派 8085N TD-SCDMA/GSM 双核双卡 移动3G手机,酷派（Coolpad）,4,13,296,4.1-4.9英寸,Android（安卓）,
109702,酷派k1(7620L)联通4G 双卡双待 5.5英寸显示屏 智能手机,酷派（Coolpad）,41,1121,399,-,-,
109708,联想 A890e  电信3G手机 双卡双待,联想（Lenovo）,24,1442,1073,6英寸,-,
109733,中兴 Q801U 4G手机(白色)TD-LTE/FDD-LTE/WCDMA/GSM,中兴（ZTE ）,1,166,328,-,-,
110100,Asus 华硕 ZenFone5 3G(WCDMA/GSM) 手机 双卡双待,None,0,0,988,-,-,
110145,TCL S720T 么么哒 移动3G手机 真八核 5.5英寸大屏 ,王牌（TCL）,506,18031,923,5.5英寸,-,
110460,三星（SAMSUNG）I9103 3G手机WCDMA/GSM,三星（SAMSUNG）,0,0,2579,4.1-4.9英寸,Android（安卓）,
110662,金立手机V338,金立（ Gionee）,73,5271,499,-,-,
112683,酷派（Coolpad）W721 3G手机（钛晶灰）WCDMA/GSM 双模双待单通 联通定制,欧欧（OO）,1,855,499,-,谷歌Android,
112687,三星 G9098 四核 双3.7寸屏3G双卡双待手机TD-SCDMA/GSM,三星（SAMSUNG）,1,10209,5533,-,谷歌Android,
112689,三星 I569 电信3G手机 CDMA2000/CDMA,三星（SAMSUNG）,0,0,398,-,-,
112710,HTC A510c 3G手机（银白）CDMA2000/CDMA 电信定制 G13,HTC,1,36,390,-,-,
112866,三星 G3586V 四核 4.7寸屏 4G手机FDD-LTE/TD-LTE/WCDMA/GSM,三星（SAMSUNG）,3,47,866,4.1-4.9英寸,Android（安卓）,
113375,联想 A68e 3G手机  CDMA2000/CDMA 电信定制,联想（Lenovo）,0,0,348,-,谷歌Android,
113774,联想 C101 乐phone 3G手机  CDMA2000/CDMA 电信定制,None,0,2,488,-,-,
113874,酷派（Coolpad）S126 3G手机（咖啡色）CDMA2000/CDMA 电信定制,欧欧（OO）,0,10,999,3.5英寸以下,Android（安卓）,
113996,摩托罗拉（Motorola）XT531 3G手机（夺目白）WCDMA/GSM,摩托罗拉（Motorola）,13,548,1299,-,谷歌Android,
114000,三星 E3210 3G手机 黑色 WCDMA/GSM,三星（SAMSUNG）,0,1,299,-,-,
114146,黑莓（BlackBerry）8520 GSM 手机（红色）,黑莓（BlackBerry）,2,150,799,-,-,
114184,联想 P717 3G手机（玫瑰金）WCDMA/GSM 双卡双待,联想（Lenovo）,0,0,548,3.2,其他,
114228,诺基亚（NOKIA）C2-01 3G手机WCDMA/GSM,诺基亚（Nokia）,0,0,399,-,-,
114236,酷派（Coolpad）D539 双模双待3G手机（深棕色）CDMA2000/GSM 电信定制,欧欧（OO）,1,23,399,-,-,
114248,联想 S300 GSM手机  双卡双待 非定制机,联想（Lenovo）,0,1,349,-,其他,
114670,酷派（Coolpad）E239  3G手机（钛晶黑）CDMA/CDMA2000 电信定制,欧欧（OO）,0,11,346,3.5英寸以下,Android（安卓）,
114815,中兴（ZTE）N606 3G手机（灰色）CDMA2000/CDMA 电信定制,中兴（ZTE ）,0,0,299,-,谷歌Android,
115009,联想 A336 GSM手机  双卡双待,联想（Lenovo）,1,1,328,-,-,
115189,摩托罗拉（Motorola）EX232 3G手机（白色）WCDMA/GSM 联通定制,摩托罗拉（Motorola）,36,971,312,-,-,
115190,三星 I559 电信3G手机 电信定制CDMA2000/CDMA ,三星（SAMSUNG）,0,4,440,-,-,
115327,摩托罗拉（Motorola）XT319 3G手机（白）WCDMA/GSM,摩托罗拉（Motorola）,0,32,299,3.5英寸以下,Android（安卓）,
115566,HTC Z510d 3G手机（黑色）CDMA2000/GSM 双模双待 电信定制,HTC,15,1407,3145,-,-,
115972,联想 i520 GSM手机  双卡双待,联想（Lenovo）,1,2090,489,-,-,
116016,HTC A310e 3G手机（黑色）WCDMA/GSM,HTC,11,671,658,-,-,
116132,三星 I8150 智能安卓3G手机 WCDMA/GSM,三星（SAMSUNG）,0,2,799,-,-,
116296,联想 S810T,联想（Lenovo）,140,4921,519,-,-,
116298,联想（Lenovo）A505E 3G手机 双核 CDMA,诺和（Novo）,2,1548,448,5.0英寸及以上,Android（安卓）,
116299,联想(lenovo)A316 双核 联通3G手机WCDMA/GSM 4.0屏 ,诺和（Novo）,0,3,349,3.6-4.0英寸,Android（安卓）,
116300,联想 A828T 移动3G,联想（Lenovo）,1214,30129,420,-,-,
116301,联想 S850T 移动3G ,联想（Lenovo）,50,2931,588,5.0英寸及以上,Android（安卓）,
116304,联想 VIBE Z K910e联通3G 5.5英寸屏幕 1300万像素 智能手机 ,联想（Lenovo）,12,291,1148,-,谷歌Android,
116311,联想(lenovo) A560 3G手机 WCDMA/GSM 双卡双待,诺和（Novo）,9,180,258,-,-,
116318,联想 S660 3G手机WCDMA/GSM 双卡双待 ,联想（Lenovo）,2,1002,948,4.1-4.9英寸,Android（安卓）,
116320,联想(lenovo)S668T 8G版移动3G超长待机手机 TD-SCDMA/GSM,诺和（Novo）,4,128,426,4.7英寸,-,
116322,联想（Lenovo）A628t   3G手机 TD-SCDMA/GSM 双卡双待,诺和（Novo）,4,420,439,5.0英寸及以上,Android（安卓）,
116323,联想(Lenovo)手机A785e 3G手机  双卡双模双待 电信定制,诺和（Novo）,0,0,869,5.0英寸及以上,Android（安卓）,
116324,联想(lenovo)S860 16G容量联通3G双卡双待超长待机手机,诺和（Novo）,0,0,888,-,-,
116470,首信 S758 老人手机GSM（黑色）雅器版,首信（capitel） ,0,7,264,-,其他,
116734,三星（SAMSUNG）E1050 GSM手机（黑色）,三星（SAMSUNG）,0,13,119,3.0英寸及以下,其他,
117104,诺基亚（NOKIA）C2-05 GSM手机,诺基亚（Nokia）,0,33,399,-,-,
117227,三星 I879e 电信3G手机 双网双待 CDMA2000/GSM,三星（SAMSUNG）,2,77,1373,5.0英寸,-,
117353,诺基亚(Nokia)X+ DSX2 联通4G手机 双卡 双核安卓 4.3寸 500万,诺基亚（Nokia）,0,0,488,2.8英寸,微软WindowsPhone,
117562,三星 I509 电信3G手机 CDMA2000/CDMA,三星（SAMSUNG）,0,6,318,-,-,
117611,HTC 天资 A6390 3G手机（黑色）TD-SCDMA/GSM,HTC,1,18,199,-,谷歌Android,
117624,诺基亚（NOKIA）T7-00 3G手机TD-SCDMA/GSM,诺基亚（Nokia）,0,1030,798,-,-,
117643,HTC S610d（纵横）3G手机（灰色）WCDMA/GSM/,HTC,3,215,499,3.6-4.0英寸,Android（安卓）,
117676,三星 I9018 移动3G手机 TD-SCDMA/GSM,三星（SAMSUNG）,0,23,999,3.6-4.0英寸,Android（安卓）,
117678,诺基亚（NOKIA）1010 GSM 手机双卡双待,诺基亚（Nokia）,0,4,399,-,其他,
117681,酷派（Coolpad）N916 3G手机（黑）双模双待 电信定制,欧欧（OO）,0,992,449,3.5英寸以下,Android（安卓）,
117915,康佳(KONKA) V985 安卓智能 移动3G 双核CPU 4.5寸屏,康佳（KONKA）,0,76,489,-,谷歌Android,
117923,康佳(Konka)V717 移动3G智能双卡手机TD-SCDMA/GSM,康佳（KONKA）,1,204,599,-,谷歌Android,
117948,黑莓（BlackBerry）9788 TD-SCDMA/GSM 手机（黑色）,黑莓（BlackBerry）,1,51,1069,-,其他,
117953,长虹(Changhong)L08双卡双待 超长待机长动力3000毫安电池,长虹（CHANGHONG）,0,116,296,2.4寸,其他,
117961,Changhong/长虹C888  电信双模四核智能手机超长待机,长虹（CHANGHONG）,0,10,1088,5.0英寸及以上,Android（安卓）,
117962,长虹(Changhong)C900CDMA天翼电信3G四核智能手机5寸800W,长虹（CHANGHONG）,0,2094,526,-,谷歌Android,
117969,Hisense/海信 U971 WCDMA联通3G 双卡双模四核5英寸安卓智能手机(白色),海信（Hisense）,0,0,488,-,-,
117979,海信 X8T 4G手机 (俊雅黑)TD-LTE/TD-SCDMA/GSM,海信（Hisense）,2,140,479,5.0英寸及以上,Android（安卓）,
117980,海信(Hisense) HS-X5T移动4G 5.5寸 大屏双核 安卓智能 白色,海信（Hisense）,0,1,586,5.0英寸及以上,Android（安卓）,
117982,海信(Hisense)T35 直板 拍照 移动3G 老年机 全新,海信（Hisense）,0,0,249,3.5英寸以下,非智能操作系统,
117983,海信(Hisense) X68T 移动4G/3G/2G 四核5.5吋安卓智能手机,海信（Hisense）,0,0,468,-,-,
117985,海信(Hisense) T967 移动3G 双卡双待 四核5.0英寸安卓智能手机,海信（Hisense）,0,0,499,-,-,
117986,TCL J930 5.5英寸超大高清炫屏 极速四核处理器,王牌（TCL）,0,5,662,5.5英寸,-,
117992,朵唯 D330 3G手机(萱草绿)TD-SCDMA/GSM 双卡双待,朵唯（iEva）,0,156,786,-,谷歌Android,
117994,三星(SAMSUNG)Galaxy K Zoom C1158 移动4G手机,三星（SAMSUNG）,0,0,3299,-,-,
118011,OPPO R2017 移动4G,OPPO,0,2034,866,4.7英寸,谷歌Android,
118015,LG WCDMA/GSM手机 P355（黑色）,LG,8,151,430,-,-,
118035,Huawei/华为 C8817L 电信4G手机 5.0英寸屏幕 四核智能手机,华为（HUAWEI）,2,167,749,5.0英寸及以上,Android（安卓）,
118060,华为 HUAWEI G620 4G智能手机 移动版 移动4G手机,华为（HUAWEI）,11,1359,599,-,-,
118063,华为(HUAWEI)Y600D-C00电信3G CDMA2000/GSM双模双待( 官方标配),华为（HUAWEI）,1,24,699,-,谷歌Android,
118067,华为 Y535D-C00 电信3G手机 CDMA2000/GSM 双模双待,华为（HUAWEI）,0,15,568,4.5英寸,谷歌Android,
118069,华为 G630 3G手机 WCDMA/GSM 双卡双待,华为（HUAWEI）,0,3,899,5.0英寸及以上,Android（安卓）,
118070,HUAWEI Y330-C00 电信3G/GSM 双模双待 双核1.2G 4.0英寸屏 安卓4.3系统智能手机,华为（HUAWEI）,0,397,499,-,谷歌Android,
118121,华为(HUAWEI)Y535c 双核电信3G智能手机 CDMA,华为（HUAWEI）,0,926,499,4.1-4.9英寸,Android（安卓）,
118123,华为 G660-L075 4G手机TD-LTE/TD-SCDMA/GSM,华为（HUAWEI）,6,1391,1769,5.0英寸,-,
118125,华为(Huawei) C8826D 安卓4.0智能手机 500万电信3G(黑),华为（HUAWEI）,0,0,586,-,-,
118127,三星 GT-i9082C 3G手机WCDMA/GSM 双卡双待,三星（SAMSUNG）,1,386,799,-,-,
118128,酷派（Coolpad）5855 3G手机（玛雅棕）CDMA2000/GSM 双模双待 电信定制,欧欧（OO）,0,46,388,3.6-4.0英寸,Android（安卓）,
118129,Lenovo/联想 A238T  移动3G手机 TD-SCDMA/GSM,诺和（Novo）,8,209,399,4英寸,-,
118130,联想手机A360T  移动4G手机,联想（Lenovo）,25,805,328,-,-,
118134,联想 A396 联通3G手机,联想（Lenovo）,55,1017,209,-,-,
118136,联想手机A790e(钛金黑),联想（Lenovo）,3,146,702,-,-,
118137,三星 W899 电信3G,三星（SAMSUNG）,128,2735,8094,3.3英寸,-,
118218,LG T310时尚炫彩机身触屏Wink系列曲奇手机(白色),LG,0,2,299,3.5英寸以下,Android（安卓）,
118219,三星(SAMSUNG)G9092 联通3G手机 WCDMA/GSM 官方标配,三星（SAMSUNG）,3,77,6888,-,-,
118245,三星(SAMSUNG)Galaxy K Zoom C1116 联通3G手机,三星（SAMSUNG）,0,0,3699,-,-,
118264,飞利浦 E130 GSM手机 双卡双待,飞利浦（PHILIPS）,1,36,159,3.5英寸以下,非智能操作系统,
118268,飞利浦(PHILIPS)W3550 全球最薄的长待四核智能手机,飞利浦（PHILIPS）,0,101,688,-,-,
118272,飞利浦(Philips)3G手机S388,飞利浦（PHILIPS）,0,10,498,-,-,
118273,飞利浦(Philips) V8526四核智能手机 三模双卡双待 超长待机,飞利浦（PHILIPS）,1,4,788,5.0英寸及以上,Android（安卓）,
118274,三星(SAMSUNG)G3568V 移动TD-LTE版智能手机,三星（SAMSUNG）,8,292,788,4.3英寸,-,
118275,飞利浦 W6618 3G手机 WCDMA/GSM 双卡双待,飞利浦（PHILIPS）,45,7175,1078,5寸,谷歌Android,
118276,飞利浦(Philips) S301 小飞侠 联通3G双卡双待 双核 500万像素,飞利浦（PHILIPS）,0,0,469,-,-,
118277,Philips/飞利浦  T8566 移动3G 双卡双待 透明翻盖商务机 四核1.2GHz处理器,飞利浦（PHILIPS）,0,3,1299,-,-,
118280,飞利浦 I928 3G手机WCDMA/GSM 双卡双待,飞利浦（PHILIPS）,40,3635,1210,5.0英寸及以上,Android（安卓）,
118284,飞利浦 T3500 移动3G手机 双卡双待 四核1.2GHz处理器 5英寸大屏 安卓4.2 500万像素,飞利浦（PHILIPS）,0,0,699,-,-,
118285,飞利浦(Philips)S308 安卓智能手机 ,飞利浦（PHILIPS）,0,23,598,-,谷歌Android,
118286,三星 I629 电信3G智能手机 3.5寸屏 安卓2.3 CDMA2000,三星（SAMSUNG）,0,5,396,3.5英寸以下,Android（安卓）,
118287,天语 S757 3G手机WCDMA/GSM 双卡双待,天语（K-Touch ）,0,0,388,-,谷歌Android,
118290,天语(K-Touch)手机 E508(玫瑰金) 双模双待 双屏翻盖 安卓系统,天语（K-Touch ）,0,0,549,-,-,
118292,天语(K-Touch) T73 移动3G 安卓智能 双卡双待 4.0屏 双核正品,天语（K-Touch ）,0,1,316,3.6-4.0英寸,Android（安卓）,
118293,天语(K-touch)T87+ 4G内存 3G智能安卓手机双核1.2GHz处理器(黑色),天语（K-Touch ）,0,0,399,4.1-4.9英寸,Android（安卓）,
118294,天语(K-touch)D99 魔术控反正手机 QQ 蓝牙 双卡双待,天语（K-Touch ）,0,0,398,3.5英寸以下,非智能操作系统,
118312,金立(Gionee)GN706L移动4G手机(牛奶白)TD-LTE/SCDMA,金立（ Gionee）,0,1,599,4.1-4.9英寸,Android（安卓）,
118314,金立手机 W808金色 经典蓝宝石屏幕，双卡双待双频双输入,蓝宝石（SAPPHIRE）,3,45,1899,3.6-4.0英寸,Android（安卓）,
118316,酷派 5200 电信3G手机 4.0英寸 200万像素,酷派（Coolpad）,1,36,239,-,-,
118317,Coolpad 酷派8729 5.5寸屏 四核 移动4G 单卡 800万像素,欧欧（OO）,2,148,699,5.0英寸及以上,Android（安卓）,
118328,酷派(Coolpad) 5892  电信智能手机 白色,欧欧（OO）,4,1230,599,5.0英寸及以上,Android（安卓）,
118334,酷派(Coolpad)5311 电信天翼 电信3G双模双待双核 白色,欧欧（OO）,2,1116,358,-,-,
118335,酷派 7232 3G手机(炫动黑) WCDMA/GSM 双卡双待,酷派（Coolpad）,29,671,386,4.1-4.9英寸,Android（安卓）,
118336,HTC Desire 610t 移动4G手机 TD-LTE/TD-CDMA,HTC,44,3337,750,-,-,
118337,酷派(Coolpad)7296S 四核5.5寸 3G手机 双卡双待,欧欧（OO）,0,13,579,5.0英寸及以上,Android（安卓）,
118338,酷派(Coolpad)大神Note 8670 四核移动3G手机 双卡双待,欧欧（OO）,85,3820,688,5.0英寸及以上,Android（安卓）,
118339,酷派 7251 3G手机(公爵蓝)WCDMA/GSM 双卡双待,酷派（Coolpad）,1,3465,439,5.0英寸及以上,Android（安卓）,
118340,酷派k1(5952)电信4G 双卡双待 5.5英寸显示屏 智能手机,酷派（Coolpad）,4,1120,817,5.5英寸,-,
118341,酷派手机8150S(石英黑),酷派（Coolpad）,1,2,256,-,-,
118342,酷派 5109  电信3G手机(黑色)CDMA2000/CDMA,酷派（Coolpad）,17,1341,279,-,-,
118345,vivo  Y18L  移动4G,vivo,2,3317,868,4.1-4.9英寸,Android（安卓）,
118347,诺基亚(Nokia)Lumia638 移动4G/移动3G/GSM手机 (高通四核1.2GHz WP8.1最新系统),小米（MI）,161,3709,865,4.5英寸,-,
118350,酷派(Coolpad)7320 联通3G手机 双卡双待M(绅士黑 ),欧欧（OO）,7,93,949,5.0英寸及以上,Android（安卓）,
118354,诺基亚(Nokia)XL 双卡双待 联通3G手机 安卓智能手机 5.0寸,诺基亚（Nokia）,212,4889,669,-,-,
118357,诺基亚 225 GSM,诺基亚（Nokia）,1072,42996,348,2.8英寸,-,
118402,酷派 8705 移动4G手机 4.7英寸 四核,酷派（Coolpad）,11,655,439,-,谷歌Android,
118403,诺基亚(Nokia) Lumia 630 四核WP8.1 联通3G 双卡双待 智能手机,小米（MI）,37,1060,749,4.1-4.9英寸,Windows Phone,
118404,酷派 5210S 电信3G手机(黑色) CDMA2000/CDMA,酷派（Coolpad）,1,9,299,-,-,
118407,酷派 8702D 移动4G,酷派（Coolpad）,29,1306,498,4.1-4.9英寸,Android（安卓）,
118409,酷派(Coolpad) D510 电信双模双待 超长待机 手写键盘双输入 ,欧欧（OO）,0,2,798,3.5英寸以下,非智能操作系统,
118418,酷派(Coolpad)  W770 安卓智能 双卡双待 正品行货 黑色,欧欧（OO）,0,2,848,-,谷歌Android,
118419,酷派(Coolpad)S100 天翼电信CDMA天翼189手机 MP3 照相 收(黑色),欧欧（OO）,0,0,755,-,-,
118422,首信S900 GSM双卡双待翻盖 简单老人手机 红,首信（capitel） ,2,21,169,3.5英寸以下,非智能操作系统,
118423,首信CAPITEL S818 GSM 老人手机 黑色,首信（capitel） ,0,1,236,3.5英寸以下,非智能操作系统,
118424,长虹(Changhong)GA718老人手机 超长待机 LED手电筒 双卡双待(黑金色),长虹（CHANGHONG）,2,76,288,2.4英寸,其他,
118426,创维 S8安卓智能老人手机 4寸屏 双卡双待 联通3G,创维（Skyworth）,0,0,346,3.6-4.0英寸,Android（安卓）,
118448,诺基亚(NOKIA)Lumia 636 联通4G手机支持双卡双待,小米（MI）,0,31,799,4.5英寸,微软WindowsPhone,
118483,索尼 Xperia M2 S50h 双卡双待 智能手机 4.8英寸,索尼（SONY）,0,5,1458,-,-,
118486,索尼(Sony) Z2 L50t 移动4G手机 2070万像素 3GRAM 四核 5.2英寸,索尼（SONY）,0,14,2598,-,-,
118541,中兴手机U5s[白],中兴（ZTE ）,0,63,548,5.7英寸,谷歌Android,
118548,ZTE 中兴 Q801L CDMA/TD-LTE/FDD-LTE/GSM 4G手机(白色),中兴（ZTE ）,7,1663,568,5.0英寸及以上,Android（安卓）,
